"gene","baseMean","log2FoldChange","shrunkLFC","lfcSE","padj","effectTestPadj","svalue","maxCook","array_logFC","array_FDR_standard","array_FDR_robust","array_FDR_treat","array_mean","array_sd","array_min","array_max","direction_same","platform_difference","mean_effect","practical_selected","modern_strong","loo_medianLFC","loo_sdLFC","loo_minLFC","loo_maxLFC","loo_propFDR05","loo_medianRank","loo_worstRank","edgeR_logFC","edgeR_FDR","edgeR_rank","rank_DESeq2_effect","rank_DESeq2_FDR","rank_array_effect","rank_array_FDR","rank_product","rank_product_rank","score_effect","score_significance","score_precision","score_abundance","score_array_effect","score_array_significance","score_platform_agreement","score_loo","score_edgeR","stat_score","P_top5_weights","P_top10_weights","combined_robustness"
"CPAR2_105170",706.102756968097,-0.932561332791174,-0.876389491717451,0.196056305298219,1.9203384756146e-05,1,0.300811138293432,1.06926030423555,-0.011099665,0.920822648772066,0.921088323947258,0.999999995174279,-0.011099665,0.158883983036655,-0.2138611,0.17240206625,TRUE,0.865289826717451,-0.443744578358725,FALSE,FALSE,-0.933721655620824,0.0930894179913537,-1.1586866516028,-0.792846183488732,1,1080,1439,-0.955234849848795,0.00269433540970261,1018,902,593,5274,5263,1721.37900158231,1765,0.844306203559703,0.897630987376794,0.590979782270607,0.608259892863314,0.0236993149416775,0.0257359748194779,0.0742455100907239,1,0.897593535921307,0.551383466871512,0,0,0
"CPAR2_102180",166.768155632341,0.441202095505717,0.392156928289227,0.194527832435446,0.0544441587759058,1,0.739650190713745,0.165194454366866,0.5195919101875,0.0028730454098442,0.00293122027740638,0.999999995174279,0.5195919101875,0.139266626723486,0.3413021235,0.64363315975,TRUE,0.127434981898273,0.455874419238363,FALSE,FALSE,0.432667028836996,0.0639728272350235,0.331687409913256,0.557040160129243,0.2,2963.5,3513,0.413069226568633,0.0898618675379741,2901,2603,2478,1320,967,1886.36061744342,1945,0.550371522377743,0.571675600899187,0.602557456367721,0.184724382236046,0.755785965561933,0.821144232549528,0.734678763192001,0.2,0.541190936237485,0.551347651046849,0,0,0
"CPAR2_600630",1003.88543049818,-0.296217653937608,-0.26751197971392,0.165733368989446,0.140005748443579,1,0.815106168089533,0.276069609504739,-0.387888942375,0.027330439583722,0.0275982721315431,0.999999995174279,-0.387888942375,0.257676962447619,-0.65884216875,-0.04592351625,TRUE,0.12037696266108,-0.32770046104446,FALSE,FALSE,-0.290822905871163,0.0623362771691698,-0.400374218149398,-0.188511994344102,0.1,3626,4407,-0.324559570218794,0.106578808078333,3397,3403,3052.5,1952,2293,2752.32305048697,3041,0.412130637636081,0.47224623897631,0.781925004320028,0.715396578538103,0.6387705980374,0.575634141825588,0.750046287724495,0.1,0.515194098015106,0.551260398341457,0,0,0
"CPAR2_601630",1435.65880353435,-0.20333176697171,-0.19042466174388,0.127211758638765,0.192264003231691,1,0.85471902265836,0.117884415986157,-0.3178304413125,0.00746247348760364,0.00766398715377389,0.999999995174279,-0.3178304413125,0.0351899139409198,-0.36014263625,-0.286323905,TRUE,0.12740577956862,-0.25412755152819,FALSE,FALSE,-0.200090789507178,0.0384071952549581,-0.276700671565085,-0.156139390212933,0,4285,4649,-0.232376176045691,0.171180783287168,3985,4046,3307.5,2387,1489,2854.56695990076,3170,0.30101952652497,0.428151478471382,0.963020563331605,0.807326766891308,0.558229957415293,0.724310312905018,0.734863914089983,0,0.443878447215879,0.551200107427271,0,0,0
"CPAR2_302850",679.029459310201,-0.328609186372724,-0.29588077411069,0.171215107109498,0.109746826174654,1,0.801605673426922,0.176262103618099,-0.362855811375,0.0337774476466112,0.0341630383216693,0.999999995174279,-0.362855811375,0.256878603999475,-0.60117218975,-0.07125585125,TRUE,0.0669750372643099,-0.329368292742845,FALSE,FALSE,-0.337027643026912,0.0487539221532743,-0.399262564524221,-0.24873310261388,0.1,3440.5,3899,-0.355039937608201,0.0839347763038078,3218,3206,2896,2088,2442,2732.52946615304,3022,0.446172455503715,0.499394777796991,0.743563158804216,0.5966822187662,0.613590075911868,0.548046658026291,0.864654693575264,0.1,0.548568417354646,0.551185828415466,0,0,0
"CPAR2_602410",130.432953030786,0.805437243095147,0.723435533739801,0.235587560744117,0.00282250257309802,1,0.432219716852229,0.11117153020137,-0.46972389975,0.154604540486269,0.160664628693095,0.999999995174279,-0.46972389975,0.675334813830709,-1.08880131425,0.26482251275,FALSE,1.1931594334898,0.126855816994901,FALSE,FALSE,0.802304478788749,0.0748539397741307,0.691722256161483,0.914983321071353,1,1406,1811,0.777726665888139,0.0151648453135775,1442,1252,1288.5,1534,3585,1664.92128814828,1702,0.783825816485226,0.777278229292755,0.391048902712977,0.145671332296527,0.716163673393816,0.336419181633031,0.0375856322903166,1,0.772527665554189,0.551168937073204,0,0,0
"CPAR2_703480",769.316355739687,-0.47363021420377,-0.43946625972463,0.163519433922588,0.0123111048200376,1,0.75830661131739,0.198383142781757,0.119829247375,0.259304455999738,0.260729961021586,0.999999995174279,0.119829247375,0.155450815617314,-0.11110034525,0.21768238325,FALSE,0.55929550709963,-0.159818506174815,FALSE,FALSE,-0.473011052340421,0.0563495417440553,-0.5715892298359,-0.387244401667758,0.8,2663,3204,-0.503010321562837,0.0191897338304956,2431,2327,1773,4098,3997,2774.08162716563,3065,0.598064627613617,0.693584644648107,0.797304302747538,0.636772075341282,0.241436770968339,0.260137011664507,0.186261803369746,0.8,0.746355173019498,0.551101823263626,0,0,0
"CPAR2_801010",164.309736860076,-0.68536060678221,-0.557705377339029,0.292025680510688,0.045925958067152,1,0.517357324386892,1.46722421928487,-0.477970088875,0.00293976228675431,0.00300339722776405,0.999999995174279,-0.477970088875,0.110843868963873,-0.64022807025,-0.38983503425,TRUE,0.0797352884640293,-0.517837733107015,FALSE,FALSE,-0.69868284420695,0.113119545859694,-0.830711439902792,-0.424589660366911,0.3,1735,3012,-0.713205246437149,0.0600476190185797,1643,1809,2384,1506,975,1597.50561672947,1616,0.687575600483843,0.58793014006571,0.226715050976326,0.181613962329359,0.721347898537308,0.819663025365673,0.836882058877986,0.3,0.596873353240822,0.550955676653003,0,0,0
"CPAR2_805080",1088.51988912858,0.317712957499441,0.28425445030357,0.176411749880782,0.136927451560177,1,0.800071655494582,0.352663742184439,0.7079274169375,0.000854055633986406,0.000875127599873515,0.999999995174279,0.7079274169375,0.129587112621294,0.53792068625,0.82860096975,TRUE,0.42367296663393,0.496090933620535,FALSE,FALSE,0.29839870937011,0.0663421790119314,0.202937670688729,0.450044625033347,0.1,3619,4291,0.28691188237364,0.166897357305495,3617,3278,3029,831,488,1708.65946011097,1750,0.433730775876966,0.476396334082656,0.713841368584759,0.737515120096769,0.84632475467506,0.909276059988891,0.293649324199222,0.1,0.44756718777446,0.550922325030976,0,0,0
"CPAR2_301670",741.286997132179,-0.740683702365994,-0.596889820078476,0.308691680617343,0.0410091439868931,1,0.469265512121166,0.656038230518892,-0.944394855875,0.0183915735272521,0.0201945137963109,0.999999995174279,-0.944394855875,0.651306728792738,-1.56116408175,-0.3654315925,TRUE,0.347505035796524,-0.770642337976738,FALSE,FALSE,-0.706637518400062,0.163251485132065,-1.14424388446169,-0.608816219638179,0.3,1649.5,2084,-0.766167022267822,0.0581561172733363,1486,1648,2316,458,2038.5,1395.65524850152,1393,0.715396578538103,0.599688742867024,0.195783653015379,0.625194401244168,0.915386039622292,0.622662469912979,0.380855397148676,0.3,0.602669945547163,0.550848580877309,0,0,0
"CPAR2_200360",2184.82288503082,-0.533456999379195,-0.480197530796491,0.192898703501611,0.0174406907978825,1,0.697053186199971,0.737368883884053,-0.113473282875,0.383603465133803,0.384796011644479,0.999999995174279,-0.113473282875,0.230834660977933,-0.30249579975,0.2098742965,TRUE,0.366724247921491,-0.296835406835745,FALSE,FALSE,-0.515201450944093,0.0813864816005861,-0.726522846619747,-0.460979505404727,0.7,2387,2683,-0.555481783790984,0.0373796775389583,2215,2123,1885.5,4160,4289.5,2753.27792576385,3043,0.633316053222741,0.674044613522393,0.612752721617418,0.88232244686366,0.229957415293464,0.205887798555823,0.356045176819108,0.7,0.662919374670648,0.550805066729473,0,0,0
"CPAR2_205490",99.9674580446886,-0.97282385112887,-0.893679790142782,0.233834159925726,0.000222005313062644,1,0.263129070377659,0.332973101949512,-0.2293946525625,0.213886898097683,0.219760834174279,0.999999995174279,-0.2293946525625,0.360174162735519,-0.719087728,0.14899346325,TRUE,0.664285137580282,-0.561537221352641,FALSE,FALSE,-0.979802272039907,0.0693388071704449,-1.05950965702346,-0.823038833909047,1,1034,1476,-0.995746099235208,0.0048832928868768,948,869,828,3040,3847.5,1514.89360598344,1528,0.850008640055296,0.856994639460488,0.398824952479696,0.116986348712632,0.437326421033142,0.287724495463803,0.135345306424736,1,0.869664500263482,0.550319478210364,0,0,0
"CPAR2_107550",257.067228952033,-1.33104488590769,-1.21511798704463,0.300755230214368,7.887669935853e-05,1,0.0641602602311136,0.134393742329416,-0.17234207575,0.103503708521105,0.104826988192591,0.999999995174279,-0.17234207575,0.129044198838564,-0.35711424125,-0.061073801,TRUE,1.04277591129463,-0.693730031397314,FALSE,FALSE,-1.31272690114232,0.0830730518696123,-1.47910160326002,-1.22816768137756,1,583,684,-1.35738496389092,0.00376678060904772,505,468,705,3588,3265,1143.12150139558,1107,0.919301883532055,0.878263876880512,0.207188526006566,0.277864178330741,0.335863728939085,0.395482318089243,0.0512867987409739,1,0.883716845248551,0.549885350640859,0,0,0
"CPAR2_212560",241.130869861963,-0.637933667788939,-0.565793762310106,0.220123029185835,0.0122622570307875,1,0.600045863965627,0.257808503920322,0.2654172159375,0.035420188738592,0.0359324859204856,0.999999995174279,0.2654172159375,0.151550062814292,0.1209249085,0.419538935,FALSE,0.831210978247605,-0.150188273186303,FALSE,FALSE,-0.61148943272939,0.0746572991220841,-0.792046550667111,-0.554432460202469,1,2061,2361,-0.663145451191748,0.0243055132277935,1824,1772,1771,2742,2479.5,2079.82950612514,2192,0.693969241403145,0.693930485906969,0.463106963884569,0.26196647658545,0.492501388631735,0.540640622107017,0.0816515460099981,1,0.720885297734059,0.549850224695883,0,0,0
